PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes
8208,"STS","2,22","-","{Burouestone}",,,,"unknown"
8211,"CON","5,11,6","Stratton","Borough",,,"SS2602","speculative"
8216,"DEV","EC1","Stratton","Borough",,,"SS2602",
8221,"YKS","5N8. SN,L9","Langbaurgh","Borrowby","North Riding",,"NZ7715",
8226,"YKS","1Y2. SN,Bi5 note. SN,A1","Allerton","Borrowby","North Riding",,"SE4289",
8231,"KEN","4,14-15","Rochester","Borstal","Aylesford",,"TQ7366",
8236,"HAM","IoW7,8","Bowcombe","Borthwood","Isle of Wight",,"SZ5784",
8241,"YKS","30W40. See also CHS Y10","Amounderness","Borwick","North Lancashire",,"SD5273",
8246,"HEF","2,29","{Wimundestreu}","Bosbury",,,"SO6943",
8251,"WIL","16,2. 32,7","Amesbury","Boscombe",,,"SU2038",
8256,"CON","5,3,4","Fawton","Bosent",,,"SX2163",
8261,"HAM","5,1","Bosham","Bosham",,,"SU8004",
8266,"SUS","1,1. 6,1;5. 12,33","Bosham","Bosham","Chichester",,"SU8004",
8271,"SHR","4,21,11","{Alnodestreu}","{Bosle}",,,,"unknown"
8276,"CHS","11,5","{Hamestan}","Bosley",,,"SJ9165",
8281,"HAM","17,2","`Edgegate'","Bosley",,,"SZ1494",
8286,"SUF","21,16 note;47","Bosmere","Bosmere",,,"TM0954",
8291,"YKS","23N32 and note. SN,B27","`Bulford'","Bossall","North Riding",,"SE7160",
8296,"CON","4,13","Stratton","Bossiney",,,"SX0688",
8301,"HAM","28,5","Broughton","Bossington",,,"SU3330",
8306,"SOM","10,6. 32,5","Carhampton","Bossington",,,"SS8947",
8311,"CHS","5,11","Middlewich","Bostock",,,"SJ6769",
8316,"CON","5,24,8","`Tybesta'","Bosvisack?",,,"SW7846","speculative"
8321,"KEN","5,195;221{-222}","Bewsbury","Boswell [Banks]","Eastry",,"TR2643","approximate"
8326,"LEC","16,7. 17,15. 23,4;6. 33,1","Gartree","[Husbands] Bosworth",,,"SP6484",
8331,"LEC","9,5. 13,72","Guthlaxton","[Market] Bosworth",,,"SK4003",
8336,"CON","5,14,1","Fawton","Botelet",,,"SX1860",
8341,,,,"{Boteuuaru}: see Bodfari CHS",,"Bodfari CHS",,
8346,"NTT","1,8-9;(10-16);30. 9,48. (30,56)","`Bassetlaw'","Bothamsall",,,"SK6773",
8351,"YKS","1L7 and note. See also CHS Y8","Amounderness","`Bothelford'","Westmorland",,"SD5189","approximate"
8356,"HAM","29,6","Mansbridge","Botley",,,"SU5113",
8366,"HUN","1,2","Normancross","Botolph Bridge",,,"TL1797",
8371,"LEC","15,5-7;15-16","Framland","Bottesford",,,"SK8038",
8376,"LIN","1,39;60. 28,17(-18)","`Manley'","Bottesford","Lindsey West Riding",,"SE8907",
8381,"CAM","17,1. Appx C","`Staine'","Bottisham",,,"TL5460",
8384,"HUN","19,9","`Hurstingstone'","{Botuluesbrige}",,,"TL2471","speculative"
8386,"CHS","A5","`Duddeston'","Boughton",,,"SJ4265",
8391,"HUN","19,31. (D12)","Toseland","Boughton",,,"TL1964",
8396,"NFK","21,6. 31,25","`Clackclose'","Boughton",,,"TF7002",
8401,"NTH","17,5. 30,15. 56,19;60-62","`Spelhoe'","Boughton",,,"SP7565",
8406,"NTH","8,1. 48,1","Corby","Boughton",,,"SP9081",
8411,"NTT","9,16. 17,1","`Bassetlaw'","Boughton",,,"SK6768",
8416,"KEN","10,2","Wye","Boughton [Aluph]","Wye",,"TR0348",
8421,"KEN","2,33. 5,79","Eyhorne","Boughton [Malherbe]","Aylesford",,"TQ8849",
8426,"KEN","2,18","Boughton","Boughton [under Blean]","Wye",,"TR0458",
8431,"YKS","1N4. 4N2. SN,L12","Langbaurgh","[Old] Boulby","North Riding",,"NZ7618",
8436,"SHR","4,21,18","{Culvestan}","Bouldon",,,"SO5485",
8441,"SUF","3,33. 6,181;244. 8,18. 26,17. 32,11. 39,15. 46,11. 67,25","Wilford","Boulge",,,"TM2552",
8446,"GLS","16,1 note","Botloe","Boulsdon",,,"SO7024",
8451,"LIN","59,3","Graffoe","Boultham","Kesteven",,"SK9669",
8456,"DBY","10,19","Litchurch","Boulton",,,"SK3832",
8461,"CAM","7,1. 14,49. 32,23. 33,1","Longstowe","Bourn",,,"TL3256",
8466,"LIN","14,87. 27,51-52. 42,1(-2);3(-5);7. 59,7(-8). 67,9. CK40","Aveland","Bourne","Kesteven",,"TF0920",
8471,"BUK","B1. 14,32","`Rowley'","Bourton",,,"SP7033",
8476,"SHR","3c,8","Patton","Bourton",,,"SO5996",
8481,"WAR","16,30","Marton","Bourton [-on-Dunsmore]",,,"SP4370",
8486,"OXF","40,1. 59,12-13","Bampton","[Black] Bourton",,,"SP2804",
8491,"GLS","19,2","Deerhurst","Bourton [-on-the-Hill]",,,"SP1732",
8496,"GLS","12,3. EvO10","Salmonsbury","Bourton [-on-the-Water]",,,"SP1620",
8501,"BUK","11,1. 51,2","Burnham","Boveney",,,"SU9377",
8506,"DOR","10,2","Cranborne","Boveridge",,,"SU0614",
8511,"DEV","3,8","Teignbridge","[Little] Bovey",,,"SX8376",
8516,"DEV","17,22","Teignbridge","[North] Bovey",,,"SX7383",
8521,"DEV","3,8","Teignbridge","Bovey [Tracey]",,,"SX8278",
8526,"DOR","56,59","Winfrith [Newburgh]","Bovington",,,"SY8288",
8531,,,,"Bow: see Nymet [Tracey] DEV",,"Nymet [Tracey] DEV",,
8536,"DEV","15,75","{Alleriga}","Bowcombe",,,"SX6655",
8541,"HAM","IoW1,7. EW1","Bowcombe","Bowcombe","Isle of Wight",,"SZ4686",
8546,"WIL","1,3","Bowcombe","Bowcombe","Isle of Wight",,"SZ4686",
8551,"LEC","1,4(-5). 27,2. 40,18","Gartree","[Great] Bowden",,,"SP7488",
8556,"LEC","E12","Gartree","[Little] Bowden",,,"SP7487",
8561,"NTH","18,19","`Stotfold'","[Little] Bowden",,,"SP7487",
8566,"CHS","13,3","{Tunendune}","Bowdon",,,"SJ7586",
8571,"SOM","24,8. 35,2. 46,5","North Petherton","[East and West] Bower",,,,
8576,"ESS","6,3. 34,1. 42,1. 83,1","Barstable","Bowers [Gifford]",,,"TQ7587",
8581,"CON","5,13,6","Stratton","Bowithick",,,"SX1882",
8586,"DEV","21,8","Silverton","Bowley",,,"SS9004",
8591,"GLS","69,5 note","Cirencester","`Bowley'",,,"SU0199",
8596,"HEF","7,2","{Tornelaus}","Bowley",,,"SO5353",
8601,"KEN","5,74","Eyhorne","Bowley","Aylesford",,"TQ9049",
8606,"SUS","10,83(-84)","Pevensey","Bowley","Pevensey",,"TQ6008","approximate"
8611,"YKS","9W132. SW,M6","Morley","Bowling","West Riding",,"SE1732",
8616,"DOR","3,17","Beaminster","[North and South] Bowood",,,,
8621,"NFK","1,82(-83);206","Forehoe","Bowthorpe",,,"TG1709",
8626,"YKS","SE,How5 and note","Howden","Bowthorpe","East Riding",,"SE6933",
8631,"HRT","5,7. 28,5. 36,6","Broadwater","Boxbury",,,"TL2726",
8636,"BRK","7,14","Rowbury","Boxford",,,"SU4271",
8641,"BRK","54,2","Kintbury","Boxford",,,"SU4271",
8646,"SUS","11,102","Boxgrove","Boxgrove","Chichester",,"SU9007",
8651,"KEN","5,102","Maidstone","Boxley","Aylesford",,"TQ7758",
8656,"ESS","20,37. 25,17. EHu","Lexden","Boxted",,,"TL9933",
8661,"HUN","D7","Lexden","Boxted",,,"TL9933",
8666,"SUF","8,46","Babergh","Boxted",,,"TL8250",
8671,"GLS","10,3","{Grimboldestou}","Boxwell",,,"ST8192",
8676,"CAM","7,6. 14,54. 21,8. 23,4. 26,47","Papworth","Boxworth",,,"TL3464",
8681,"HAM","58,1","Mansbridge","Boyatt",,,"SU4520",
8686,"BUK","E4","Kirtlington","Boycott",,,"SP6537",
8691,"OXF","49,1","Kirtlington","Boycott",,,"SP6537",
8696,"NFK","31,7","`Depwade'","Boyland",,,"TM2294",
8701,"DBY","6,55","`Appletree'","Boylestone",,,"SK1835",
8706,"SUF","3,81. 16,44. 25,72. 71,1","Sandford","Boynton",,,"TM0937",
8711,"YKS","1Y11. 1E15. 5E49. SE,Hu5","Hunthow","Boynton","East Riding",,"TA1367",
8716,"YKS","1Y11","Hunthow","Boynton [Hall]","East Riding",,"TA1367",
8721,"DBY","1,1","`Scarsdale'","Boythorpe",,,"SK3769",
8726,"YKS","1Y14. SE,Bt8","Burton","Boythorpe","East Riding",,"SE9971",
8731,"CON","3,7. 5,5,4","Stratton","Boyton",,,"SX3191",
8736,"SUF","6,132;134;138;140","`Plomesgate'","Boyton",,,"TM3747",
8741,"SUF","6,172","Risbridge","Boyton",,,"TM3747",
8746,"SUF","25,16;88","Wilford","Boyton",,,"TL7144",
8748,"SUF","25,89","Wilford","other Boyton",,,"TL7144",
8751,"WIL","24,25","Heytesbury","Boyton",,,"ST9539",
8756,"ESS","23,28-29","`Hinckford'","Boyton [Hall]",,,"TL7133",
8761,"NTH","35,14. 56,39;54","Higham","Bozeat",,,"SP9059",
8766,"HRT","17,12. 20,12. 33,11","`Edwinstree'","Bozen",,,"TL4127",
8771,"KEN","5,171. 9,42","Bircholt","Brabourne","Wye",,"TR1041",
8776,"LIN","18,14. 24,30. 59,5(-6)","`Ness'","Braceborough","Kesteven",,"TF0813",
8781,"LIN","6,1. 16,47(-48)","`Langoe'","Bracebridge [Heath]","Kesteven",,"SK9767",
8786,"LIN","1,15;17. 3,34. 14,88","`Threo'","Braceby","Kesteven",,"TF0135",
8791,"YKS","30W15","Craven","Bracewell","West Riding",,"SD8648",
8796,"YKS","SE,Sn2 and note","{Sneculfcros}","Bracken","East Riding",,"SE9850",
8801,"LIN","27,23(-24)","`Louthesk'","Brackenborough","Lindsey South Riding",,"TF3390",
8806,"YKS","SE,How5 and note;7;9","Howden","Brackenholme","East Riding",,"SE7030",
8811,"NTH","21,1-2","`Alboldstow'","Brackley",,,"SP5837",
8816,"NFK","9,186;189","Humbleyard","Bracon Ash",,,"TG1700",
8826,"DEV","17,11","Lifton","Bradaford",,,"SX3994",
8831,"DBY","6,6","Hamston","Bradbourne",,,"SK2052",
8836,"NTH","30,17;19. 58,2","Foxley","Bradden",,,"SP6448",
8841,"CON","5,2,5","Fawton","Braddock",,,"SX1662",
8846,,,,"Bradeley: see {Bradelie} STS",,"{Bradelie} STS",,
8851,"STS","11,28","Pirehill","Bradeley",,,"SJ8851","speculative"
8856,"BUK","57,15","Desborough","Bradenham",,,"SU8297",
8861,"NFK","8,93. 22,2. 31,34;40. 66,64","`[South] Greenhoe'","[East and West] Bradenham",,,,
8866,"WIL","24,19. 68,23;31","`Kingsbridge'","Bradenstoke",,,"SU0079",
8871,"NFK","10,76-77","Blofield","Bradeston",,,"TG3408",
8876,"BRK","22,2","Reading","Bradfield",,,"SU6072",
8881,"ESS","39,7. 46,2-3","Tendring","Bradfield",,,"TM1430",
8886,"WIL","41,3","Startley","Bradfield",,,"ST8982",
8891,"SUF","2,3. 14,52;59","Thedwastre","Bradfield [Combust, St Clare and St George]",,,,
8896,"DEV","16,21","Black Torrington","Bradford",,,"SS4207",
8901,"DEV","17,19","Black Torrington","Bradford",,,"SS2801",
8906,"DEV","19,40. 20,8","Witheridge","Bradford and Bradford [Tracy]",,,,
8911,"YKS","9W130 and note. SW,M6 and note","Morley","Bradford","West Riding",,"SE1633",
8916,"DOR","3,4","Sherborne","Bradford [Abbas]",,,"ST5814",
8921,"WIL","12,4","Bradford","Bradford [-on-Avon]",,,"ST8261",
8926,"SOM","2,3. 19,39","Taunton","Bradford [-on-Tone]",,,"ST1722",
8931,"DOR","34,2","Dorchester","Bradford [Peverell]",,,"SY6593",
8936,"YKS","30W37","Craven","[West] Bradford","West Riding",,"SD7444",
8941,"HAM","IoW7,7","Bowcombe","Brading","Isle of Wight",,"SZ6087",
8946,"DOR","49,9","Hasler","Bradle",,,"SY9380",
8951,"DBY","6,44","`Appletree'","Bradley",,,"SK2245",
8956,"DBY","6,66","`Morleystone'","`Bradley'",,,"SK3547","approximate"
8961,"DEV","3,79;82. 50,5","Tiverton","[Great and West] Bradley",,,,
8966,"HAM","2,10","Overton","Bradley",,,"SU6341",
8971,"HEF","24,3","{Hezetre}","Bradley",,,"SO3261",
8976,"LIN","4,69(-71)","Bradley","Bradley","Lindsey North Riding",,"TA2406",
8981,"STS","12,23","Offlow","Bradley and [Lower] Bradley",,,,
8986,"STS","B6. 11,6;67","Cuttlestone","Bradley",,,"SJ8717",
8991,"YKS","9W110 and note. SW,Ag15","Agbrigg","Bradley","West Riding",,"SE1720",
8996,"SUF","14,157. 25,92;103. 44,1. 76,1","Risbridge","[Great and Little] Bradley",,,,
9001,"WOR","2,20","`Oswaldslow'","Bradley [Green]",,,"SO9861",
9006,"YKS","1W59 and note","Craven","[High and Low] Bradley","West Riding",,,
9011,"STS","15,1","Totmonslow","Bradley [-in-the-Moors]",,,"SK0541",
9016,"WIL","31,1","Mere","[Maiden] Bradley",,,"ST8038",
9021,"NTT","25,1-2","Rushcliffe","Bradmore",,,"SK5831",
9026,"SOM","24,24","North Petherton","Bradney",,,"ST3338",
9031,"DEV","19,31","Silverton","Bradninch",,,"SS9904",
9036,"SOM","19,17;23;25. 47,4","`Abdick'","[Goose, North and South] Bradon",,,,
9041,"DOR","1,2","Beaminster","Bradpole",,,"SY4894",
9046,"DEV","1,36","Lifton","Bradstone",,,"SX3880",
9051,"BUK","14,40. 17,20. 23,31","`Seckley'","Bradwell",,,"SP8339",
9056,"DBY","7,8","Blackwell","Bradwell",,,"SK1781",
9061,"DEV","31,2","Braunton","Bradwell",,,"SS4942",
9066,"ESS","18,23","`Wibrihtesherne'","Bradwell Quay",,,"TL9907",
9071,"DEV","{19,3} note. 34,6","Black Torrington","Bradworthy",,,"SS3214",
9076,"YKS","1N105;106 and note. 5N74. 28W34. SN,B26","`Bulford'","Brafferton","North Riding",,"SE4370",
9081,"NTH","2,3. 9,6. 56,20h;56","Wymersley","Brafield [-on-the-Green]",,,"SP8258",
9086,"YKS","13W32 and note. 21W14. 24W17. SW,Bu41","`Burghshire'","`[Great] Braham'","West Riding",,"SE3552",
9091,"YKS","13W32 note. 24W16-17. SW,Bu40","`Burghshire'","`[Little] Braham'","West Riding",,"SE3552",
9096,"WAR","1,1","{Fexhole}","[Lower and Upper] Brailes",,,,
9101,"DBY","6,40(-41)","`Appletree'","Brailsford",,,"SK2541",
9106,"NTT","S5","`Appletree'","Brailsford",,,"SK2541",
9111,"ESS","90,48;76","`Hinckford'","Braintree",,,"TL7523",
9116,"SUF","6,198;205;225-226;228","`Hartismere'","Braiseworth",,,"TM1371",
9121,"YKS","12W1;4. 13W9. SW,Sf25","Strafforth","Braithwell","West Riding",,"SK5294",
9126,"SUS","13,9","Steyning","Bramber","Bramber",,"TQ1810",
9131,"SUS","10,105","East Grinstead","Brambletye","Pevensey",,"TQ4135",
9136,"NTT","1,46. 10,37. 29,1","Broxtowe","Bramcote",,,"SK5037",
9141,"WAR","14,4. 22,10. 44,2","`Bumbelowe'","Bramcote",,,"SP4188",
9146,"HAM","68,7. 69,3","`Ashley'","Bramdean",,,"SU6127",
9151,"NFK","1,120. 2,9. 9,28;45;161. 12,13. 66,80","`Henstead'","Bramerton",,,"TG2904",
9156,"HRT","37,22","Hertford","Bramfield",,,"TL2915",
9161,"SUF","3,3-4;(5-7)","`Blything'","Bramfield",,,"TM3973",
9166,"SUF","1,2;7;119. 25,52. 74,7","Bosmere","Bramford",,,"TM1246",
9171,"DEV","3,67. 16,123;129. 24,2","Wonford","Bramford [Speke]",,,"SX9298",
9176,"CHS","13,5","{Hamestan}","Bramhall",,,"SJ8984",
9181,"YKS","5W7. CW2. SW,BA3","Barkston","Bramham","West Riding",,"SE4242",
9186,"YKS","21W1. SW,Sk16","`Skyrack'","Bramhope","West Riding",,"SE2443",
9196,"HAM","23,5","Basingstoke","Bramley",,,"SU6458",
9201,"SUR","1,1d-1e;11. 5,1a-1c;(1d-1g);1h;(2-)3;(29-)30. 8,29","Blackheath","Bramley",,,"TQ0044",
9206,"YKS","9W123 and note. SW,M3","Morley","Bramley","West Riding",,"SE2435",
9211,"YKS","12W1;15","Strafforth","Bramley","West Riding",,"SK4992",
9216,"YKS","28W15 and note. SW,Bu24","`Burghshire'","Bramley [Grange]","West Riding",,"SE2076",
9218,"DBY","16,8","`Scarsdale'","Bramley [Vale]",,,"SK4666",
9226,"HUN","1,8. 29,4. D24","`Leightonstone'","Brampton",,,"TL2170",
9231,"LIN","7,10;12","`Well'","Brampton","Lindsey West Riding",,"SK8479",
9236,"NFK","8,8. 20,30-31","South Erpingham","Brampton",,,"TG2124",
9241,"NTH","18,7;99","Nobottle","[Church] Brampton",,,"SP7165",
9246,"SUF","1,107. 7,7. 33,5","`Blything'","Brampton",,,"TM4381",
9251,"HEF","5,1. 6,1","Bromsash","Brampton [Abbotts]",,,"SO6026",
9256,"NTH","26,8. 30,5;9. 56,6","Stoke","Brampton [Ash]",,,"SP7987",
9261,"YKS","29W7. SW,Sf16 and note;17","Strafforth","Brampton [Bierlow]","West Riding",,"SE4101",
9266,"HEF","ES15","Leintwardine","Brampton [Bryan]",,,"SO3772",
9271,"SHR","6,23","Leintwardine","Brampton [Bryan]",,,"SO3772",
9276,"YKS","5W25. SW,Sf16 note;33","Strafforth","Brampton [en le Morthen]","West Riding",,"SK4888",
9281,"YKS","1W55 and note. 5W38. SW,H7-8","Hallikeld","Brampton [Hall]","West Riding",,"SE3666",
9286,"HEF","24,3","{Hezetre}","[Little] Brampton",,,"SO3061",
9288,"DBY","8,2. 12,3-4","`Scarsdale'","[Old] Brampton",,,"SK3371",
9291,"STS","11,38","Totmonslow","Bramshall",,,"SK0633",
9296,"WIL","67,55;78","`Frustfield'","Bramshaw",,,"SU2715",
9301,"HAM","23,37. 43,4","Holdshott","Bramshill",,,"SU7461",
9306,"HAM","27,1","Neatham","Bramshott",,,"SU8432",
9311,"YKS","10W29. 12W1;22. CW12. SW,Sf22","Strafforth","[Kirk] Bramwith","West Riding",,"SE6211",
9316,"YKS","10W29 and note","Strafforth","[South] Bramwith","West Riding",,"SE6211",
9321,"NFK","16,4","Docking","Brancaster",,,"TF7743",
9326,"YKS","2E40. 14E31. CE35. SE,No2. SE,Hol7 note;22","Holderness [North Hundred]","Brandesburton","East Riding",,"TA1147",
9331,"SUF","21,96. 47,3","Babergh","Brandeston",,,"TM2460",
9336,"SUF","16,10","`Loose'","Brandeston",,,"TL9146",
9341,"NFK","1,54","`Eynesford'","Brandiston",,,"TG1421",
9346,"LIN","24,100. 37,3","Loveden","Brandon","Kesteven",,"SK9048",
9351,"SUF","21,5. 28,2","Lackford","Brandon",,,"TL7886",
9356,"WAR","17,54","Stoneleigh","Brandon",,,"SP4076",
9361,"NFK","4,11","Forehoe","Brandon [Parva]",,,"TG0708",
9366,"YKS","23N27","`Bulford'","Brandsby","North Riding",,"SE5971",
9371,"CON","5,1,8","`Tybesta'","Brannel",,,"SW9551",
9376,"HAM","3,15","Barton","Bransbury",,,"SU4242",
9381,"LIN","18,4-5","`Well'","Bransby","Lindsey West Riding",,"SK8979",
9386,"DEV","2,22","Colyton","Branscombe",,,"SY1988",
9391,"WOR","9,5c","Pershore","Bransford",,,"SO7952",
9396,"SUR","11,1","{Hailesaltede}","Branshill?","Hastings",,"TQ7615","speculative"
9401,"LEC","3,14","Framland","Branston",,,"SK8129",
9406,"LIN","31,11(-14);16;18. CK14","`Langoe'","Branston","Kesteven",,"TF0267",
9411,"STS","4,2","Offlow","Branston",,,"SK2221",
9416,"HAM","IoW7,8","Bowcombe","Branstone","Isle of Wight",,"SZ5583",
9421,"NFK","19,31","`Lodding'","{Brant}",,,,"unknown"
9426,"SUF","3,73;82;(83) and note;85. 6,27. 16,43. 36,3;7;11. 39,17","Sandford","Brantham",,,"TM1134",
9431,"YKS","3Y1. 5E9 and note. 31E4. CE13. SE,Wel1;2 note;6","Welton","Brantingham","East Riding",,"SE9429",
9436,"YKS","3Y1. SE,Wel2","Welton","Brantingham [Thorpe]","East Riding",,"SE9429",
9441,"YKS","18W1. SW,Sf16 note;21","Strafforth","Branton","West Riding",,"SE6202",
9446,"YKS","1W32. 24W5. 29W31. 31W3. SW,Bu4","`Burghshire'","Branton [Green]","West Riding",,"SE4462",
9451,"LIN","16,48","`Langoe'","{Branzuic}","Kesteven",,"TF0267","speculative"
9456,"LEC","13,11","Guthlaxton","Brascote",,,"SK4402",
9461,"DBY","6,5","Hamston","Brassington",,,"SK2354",
9466,"KEN","2,31","Westerham","Brasted","Sutton",,"TQ4655",
9471,"LIN","13,6. 68,9","`Candleshoe'","Bratoft","Lindsey South Riding",,"TF4765",
9476,"LIN","3,1. 24,6. 26,1","`Lawress'","Brattleby","Lindsey West Riding",,"SK9480",
9481,"SHR","4,14,19","Wrockwardine","Bratton",,,"SJ6314",
9486,"SOM","25,25","Carhampton","Bratton",,,"SS9446",
9491,"DEV","16,5","Lifton","Bratton [Clovelly]",,,"SX4691",
9496,"DEV","2,9-10. 15,40","Braunton","Bratton [Fleming]",,,"SS6537",
9501,"SOM","24,15","Wincanton","Bratton [Seymour]",,,"ST6729",
9506,"HRT","17,15","Braughing","Braughing",,,"TL3925",
9511,"LIN","27,45(-46). 64,6","`Flaxwell'","Brauncewell","Kesteven",,"TF0452",
9516,"NTH","2,5. 38,1","`Gravesend'","Braunston",,,"SP5366",
9521,"LEC","13,5;41","Guthlaxton","Braunstone",,,"SK5502",
9526,"DEV","1,5. 3,32. 13a,3. 16,74;80","Braunton","Braunton",,,"SS4836",
9531,"YKS","2N3. SN,Ma8","{Maneshou}","Brawby","North Riding",,"SE7378",
9536,"GLS","1,2. 64,1","`Dudstone'","Brawn",,,"SO8224",
9541,"ESS","25,1. 28,5","Witham","[Great] Braxted",,,"TL8515",
9546,"ESS","4,14","Witham","[Little] Braxted",,,"TL8314",
9551,"BRK","B2. 1,22. 65,6","Bray","Bray",,,"SU9079",
9556,"DEV","3,45. 52,36","South Molton","Bray",,,"SS6726",
9561,"DEV","3,30","Shirwell","[High] Bray",,,"SS6934",
9566,"NTH","8,7. 14,2. 29,1. 30,11(-12). 56,10;31","Rothwell","Braybrooke",,,"SP7684",
9571,"DEV","42,15","Braunton","Brayley",,,"SS6830",
9576,"YKS","9W20. SW,BA5","Barkston","Brayton","West Riding",,"SE6030",
9581,"CON","5,12,3","`Connerton'","Brea",,,"SW3728",
9586,"DBY","6,69","`Morleystone'","Breadsall",,,"SK3639",
9591,"HEF","1,69","Elsdon","Breadward",,,"SO2855",
9596,"HAM","1,37","Fordingbridge","Breamore",,,"SU1518",
9601,"SOM","24,29","Bempstone","Brean",,,"ST2956",
9606,"YKS","1Y19. SW,Bu18","`Burghshire'","Brearton","West Riding",,"SE3261",
9611,"DBY","6,65. 9,5. 13,1. 16,1","`Morleystone'","Breaston",,,"SK4533",
9616,"YKS","4N1 and note. SN,L4","Langbaurgh","`Breck'","North Riding",,"NZ9011","approximate"
9621,"YKS","5N71 and note. SN,Bi6","`Yarlestre'","Breckenbrough","North Riding",,"SE3883",
9626,"NFK","1,5;7;9-10;137. 9,123. 22,22","Wayland","Breckles",,,"TL9594",
9631,"CHS","5,14","{Hamestan}","Bredbury",,,"SJ9292",
9636,"HEF","10,69","{Plegelgete}","Bredenbury",,,"SO6056",
9641,"LIN","30,28","`Beltisloe'","{Bredestorp}","Kesteven",,,"unknown"
9646,"SUF","3,27;31. 6,169;182;246;258. 7,129. 21,75;79;84-85;87. 25,23. 26,20. 67,19;23","Wilford","Bredfield",,,"TM2652",
9651,"WOR","2,60","`Oswaldslow'","Bredicot",,,"SO9054",
9656,"GLS","E19. EvA103. EvC22. WoB5. WoC4","`Oswaldslow'","Bredon",,,"SO9236",
9661,"WOR","2,22(-30)","`Oswaldslow'","Bredon",,,"SO9236",
9666,,,,"Bredons Norton: see [Bredons] Norton WOR",,"[Bredons] Norton WOR",,
9671,"HEF","19,5","Stradel","Bredwardine",,,"SO3344",
9676,"DOR","43,1","`Goderthorn'","Bredy",,,"SY5089",
9681,,,,"[Little] Bredy: see Littlebredy DOR",,"Littlebredy DOR",,
9686,"DOR","11,12","Eggardon","Long Bredy",,,"SY5690",
9691,"YKS","15E4-6. 21E7. SE,He8","Hessle","Breighton","East Riding",,"SE7033",
9696,"WIL","8,12","Chippenham","Bremhill",,,"ST9773",
9701,"DEV","3,56","South Molton","Bremridge",,,"SS6929",
9706,"DEV","34,14","Shirwell","Brendon",,,"SS7648",
9711,"DOR","55,46","Ailwood","Brenscombe",,,"SY9782",
9716,"SOM","8,33","Bempstone","[East] Brent and Brent [Knoll]",,,,
9721,"DEV","6,11-12","Diptford","[South] Brent",,,"SX6960",
9726,"KEN","P5-6;18","`Aloesbridge'","Brenzett","Lympne",,"TR0027",
9731,"CHS","18,2","Middlewich","Brereton",,,"SJ7864",
9736,"NFK","1,179. 14,24-25;34. 66,41","Diss","Bressingham",,,"TM0780",
9741,"DBY","1,18","{Walecros}","Bretby",,,"SK2923",
9746,"WOR","10,5-6","`Fishborough'","Bretforton",,,"SP0943",
9751,"NFK","9,131. 15,10. 24,4 and note. 49,6","Shropham","Brettenham",,,"TL9383",
9756,"SUF","2,13. 14,115. 25,109","Cosford","Brettenham",,,"TL9653",
9761,"YKS","9W90. SW,St13 and note","Staincross","[Monk] Bretton","West Riding",,"SE3607",
9766,"YKS","1Y15 and note. SW,St13 note. SW,Ag10","Agbrigg","[West] Bretton","West Riding",,"SE2813",
9771,"SOM","21,90. 25,55","Bruton","[North and South] Brewham",,,,
9776,"STS","2,1","Cuttlestone","Brewood",,,"SJ8808",
9781,"DEV","52,2","Black Torrington","Brexworthy",,,"SS2813",
9786,"DOR","56,48","Bere [Regis]","Briantspuddle",,,"SY8193",
9791,"SUF","25,56. 29,8. 30,3. 34,8. 38,8. 76,14","Bosmere","[Great and Little] Bricett",,,,
9796,"HRT","37,23. 42,9","Hertford","{Bricewolde}",,,,"unknown"
9801,"HRT","14,2. 33,14. 34,14. 42,8","Hertford","Brickendon",,,"TL3208",
9806,"BUK","4,43. 13,4","Moulsoe","[Great and Little] Brickhill",,,,
9811,"BUK","6,2. 14,48(-49). (30,1)","Moulsoe","[Bow] Brickhill",,,"SP9034",
9816,"WOR","8,5","Pershore","Bricklehampton",,,"SO9842",
9821,"SUF","52,8","Bosmere","{Bricticeshaga}",,,,"unknown"
9826,"HAM","IoW7,4","Bowcombe","Briddlesford","Isle of Wight",,"SZ5490",
9831,"DEV","16,7","Lifton","Bridestowe",,,"SX5189",
9836,"DEV","16,128. 17,21","Wonford","Bridford",,,"SX8186",
9841,"DOR","49,13. 55,18. 56,41","Cullifordtree","Bridge",,,"SY6577",
9846,"SUF","7,6;52","`Blything'","Bridge",,,"TM4770",
9851,"HEF","2,48;50","{Stepleset}","Bridge [Sollers]",,,"SO4142",
9856,"STS","2,21","Pirehill","[Great and Little] Bridgeford",,,,
9861,"DEV","35,2","Black Torrington","Bridgerule",,,"SS2702",
9866,"NTT","9,100(-101)","Bingham","[East] Bridgford",,,"SK6943",
9871,"NTT","10,9","Rushcliffe","[West] Bridgford",,,"SK5837",
9876,"NFK","15,10;29 note. 49,6 note","Shropham","Bridgham",,,"TL9585",
